cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"10965","12357","164153","1125647","Lake Region Bank","New London","MN","56273","3/31/2019","5/19/2019","NM","51 Main Street","KANDI BANCSHARES, INC.","3","0","0","4","1","Kandiyohi","","","1/12/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.lakeregion.com","35","112674","15990","14039","34460","96","58042","531","0","996","570","236","2284","112674","101308","99813","72962","99813","93.0726089133701","0","0","1020","0","475","11366","11366","0","650","6850","3866","0","2261","1091","579","106637","30984","113041.5","113041.5","61866","112470","1092","1092","0","0","401","1240","1020","221","8267","11200","531","8267","584"
"30530","5506","301574","0","Lake Shore Savings Bank","Dunkirk","NY","14048","3/31/2019","5/19/2019","SA","128 East 4th St","","12","0","0","4","0","Chautauqua","","","1/1/1891","12/19/1951","1/16/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.lakeshoresavings.com","112","554880","13526","8705","84865","17855","401061","3515","0","10177","739","0","26657","554880","476922","444167","387838","444167","88.5332666963831","0","0","27900","0","4855","77958","77958","0","0","14057","63901","0","3432","299","2126","512486","265435","550286","550286","400264","545525","21589","11086","5619","4884","40769","263","24650","0","115228","77202","3511","115228","3000"
"8172","11663","11145","4764346","Lake-Osceola State Bank","Baldwin","MI","49304","3/31/2019","5/19/2019","NM","790 North Michigan Avenue","LAKE FINANCIAL CORPORATION","10","0","0","4","0","Lake","","","1/1/1908","1/1/1934","4/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.losb.com","68","260491","11505","7079","21257","1300","210188","2505","0","5503","760","450","9528","260491","235549","211755","171175","211755","75.948835343261","0","0","21795","0","1999","24942","24942","0","1000","13000","10942","0","1956","0","912","239824","82935","262904.5","262904.5","202827","266869","5060","2476","0","2584","18674","2471","21795","0","24847","24448","2505","24847","0"
"19953","0","687009","1404799","Lakeland Bank","Newfoundland","NJ","7435","3/31/2019","5/19/2019","NM","2717 Route 23 South","LAKELAND BANCORP, INC.","56","0","1","4","0","Passaic","35620","New York-Newark-Jersey City, NY-NJ-PA","5/19/1969","5/19/1969","1/4/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.lakelandbank.com","704","6359923","225165","173871","830913","894","4884012","37979","0","70942","715","159325","187957","6359923","5597597","5091931","3980463","5091931","58.0295403191332","261266","0","196605","0","47795","762326","762326","0","8490","550137","203699","0","20783","0","17500","5889690","2879423","6078396.5","6078396.5","5068092","6025739","110430","84417","0","26013","507812","56852","175782","600","1014525","609011","40302","1014525","685528"
"19573","0","201834","2128917","Lakeside Bank","Chicago","IL","60601","3/31/2019","5/19/2019","NM","55 West Wacker Drive","LAKESIDE BANCORP, INC.","7","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1966","4/1/1966","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://WWW.LAKESIDEBANK.COM","164","1715382","164112","158926","47947","0","1423193","24551","0","27039","1754","0","51337","1715382","1509627","1412775","1038909","1412775","77.0357813205015","3635","0","83000","0","10217","205755","205755","0","2230","58707","144818","0","6040","0","4640","1630066","123931","1697019","1697019","1519294","1697137","38424","38424","0","0","128792","47278","83000","0","233074","212105","19061","233074","40687"
"58961","0","4165907","5166134","Lakeside Bank","Lake Charles","LA","70605","3/31/2019","5/19/2019","NM","4735 Nelson Road","LAKESIDE BANCSHARES, INC.","4","0","0","4","0","Calcasieu","29340","Lake Charles, LA","7/26/2010","7/26/2010","12/13/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","http://www.lakesidebanking.com","48","195596","16444","13401","37909","600","133019","2006","0","6084","0","0","1540","195596","171124","170331","157935","170331","66.476886670884","0","0","0","0","793","24472","24472","0","2093","20693","1686","0","150","0","564","184929","21404","197237","197237","137091","190934","0","0","0","0","18491","6668","0","0","29357","24467","1719","29357","0"
"21255","17181","391557","2224408","Lakeside Bank of Salina","Salina","OK","74365","3/31/2019","5/19/2019","SM","103 West Ferry","FIRST PRYOR BANCORP, INC.","1","0","0","8","0","Mayes","","","10/9/1973","10/9/1973","6/17/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","laksidebankofsalina.com","13","35420","3392","1820","3893","3302","22455","634","0","760","0","0","1618","35420","30835","30752","22544","30752","84.2154886533585","0","0","0","0","83","4585","4585","0","150","973","3462","0","110","0","151","31470","13607","34189","34189","22354","34825","1248","1248","0","0","0","1","0","0","920","4585","284","920","0"
"21693","0","32766","1895007","Lakeside National Bank","Rockwall","TX","75087","3/31/2019","5/19/2019","N","2805 Ridge Road","A.N.B. HOLDING COMPANY, LTD.","1","0","0","7","0","Rockwall","19100","Dallas-Fort Worth-Arlington, TX","7/12/1974","7/12/1974","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.Lakeside.bank","10","61257","36327","35152","6973","0","17678","204","0","63","0","0","216","61257","54908","54818","30136","54818","86.340751550529","0","0","0","0","90","6349","6349","0","320","480","5549","0","542","0","135","59803","12467","61857","61857","22724","61272","0","0","0","0","2637","262","0","0","379","6350","204","379","0"
"22217","9250","635457","3825183","Lakeside State Bank","Oologah","OK","74053","3/31/2019","5/19/2019","NM","6695 East 400 Rd","LAKESIDE HOLDING CORPORATION","2","0","0","8","1","Rogers","46140","Tulsa, OK","2/9/1976","2/9/1976","8/18/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.lakesidebankok.com","29","70627","2295","402","22649","6761","33601","288","974","3583","30","0","734","70627","64746","64648","46248","64648","81.5708101422387","0","0","0","0","98","5881","5881","0","724","832","4325","0","98","0","260","64387","23190","71526","71526","38039","71470","0","0","0","0","2730","0","0","0","1866","6080","288","1866","0"
"14913","0","184142","1363681","Lakestone Bank & Trust","Lapeer","MI","48446","3/31/2019","5/19/2019","SM","83 West Nepessing Street","COUNTY BANK CORP","13","0","0","4","0","Lapeer","19820","Detroit-Warren-Dearborn, MI","1/1/1902","1/1/1934","12/5/2016","Stock","0","1","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.lakestonebank.com","142","636415","19849","10093","194319","0","385705","1690","0","10746","508","2002","23286","636415","572866","561805","445546","561805","88.7451234444856","8200","0","1000","0","1861","63549","63549","0","1531","44221","17797","0","1496","0","2397","590117","270224","626291.5","626291.5","428413","625883","16198","15029","0","1169","16321","18279","1000","0","109031","64965","1690","109031","0"
"57785","0","3253834","3253825","Lakeview Bank","Lakeville","MN","55044","3/31/2019","5/19/2019","NM","9725 163rd Street West","LAKEVIEW BANCORPORATION, INC.","2","0","0","4","0","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/8/2004","7/8/2004","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.lakeview-bank.com","18","96189","10033","8153","7023","0","75701","1028","0","2238","378","0","816","96189","87339","80848","61900","80848","76.8933453526136","0","0","6000","0","491","8850","8850","0","100","7400","1350","0","471","0","300","90877","8398","93634","93634","76438","93094","0","0","0","0","8629","2387","6000","360","21199","8853","956","21199","0"
"1964","0","767255","1067354","Lamar Bank and Trust Company","Lamar","MO","64759","3/31/2019","5/19/2019","SM","1000 Broadway","LAMAR TRUST BANCSHARES, INC.","1","0","0","2","1","Barton","","","3/25/1925","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","http://www.lbt.com","34","164777","28730","25316","19718","0","110296","1267","0","1145","0","0","4888","164777","147367","145970","121167","145970","80.2525352816713","0","0","0","0","1397","17410","17410","0","150","2181","15079","0","706","0","954","155330","24040","162620.5","162620.5","111810","164577","3527","2144","108","1275","8668","3300","0","0","26288","17677","1267","26288","0"
"23597","0","2161","1136906","Lamar National Bank","Paris","TX","75460","3/31/2019","5/19/2019","N","200 South Collegiate","LAMAR BANCORPORATION, INC.","1","0","0","4","1","Lamar","","","10/26/1981","10/26/1981","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.lamarnational.com","45","163791","19980","12100","16303","5094","113270","1333","0","3783","43","0","5318","163791","146878","144893","104753","144893","85.0364258513163","0","0","0","0","1985","16913","16913","0","1000","1356","14557","0","3664","0","1004","146767","25412","162406","162406","109300","160971","3771","3771","0","0","7244","1319","0","0","9378","16756","1333","9378","0"
"8681","0","519874","0","Lamont Bank of St. John","Saint John","WA","99171","3/31/2019","5/19/2019","NM","E 6 Front St","","1","0","0","2","0","Whitman","","","1/1/1908","1/1/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","5","48932","1717","845","27450","550","18385","325","0","88","80","0","662","48932","42601","42484","29310","42484","91.237840124066","0","0","0","0","117","6331","6331","0","50","1000","5281","0","422","0","587","47230","23312","49101.5","49101.5","26186","50648","0","0","0","0","0","0","0","0","4218","6591","325","4218","0"
"307","0","535034","1085460","Landmark Bank","Clinton","LA","70722","3/31/2019","5/19/2019","NM","12225 St. Helena Street","CLINTON BANCSHARES, INC.","5","0","0","4","1","East Feliciana","12940","Baton Rouge, LA","11/1/1897","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","landmarkbankla.com","43","134636","2879","644","19058","10150","94208","717","0","2759","1693","0","3889","134637","120947","113552","80895","113552","81.8715612482944","0","0","7214","0","181","13690","13690","0","394","6907","6389","0","1838","0","562","124060","17405","133198.5","133198.5","92031","130419","1789","1789","0","0","4093","2883","7214","0","12814","13864","717","12814","0"
"4537","10195","103255","1054514","Landmark Bank","Columbia","MO","65201","3/31/2019","5/19/2019","NM","801 East Broadway","LANDRUM COMPANY","38","0","1","4","0","Boone","17860","Columbia, MO","7/19/1865","1/1/1934","12/29/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.landmarkbank.com","699","3238587","174239","91883","944645","0","1997427","23991","0","65151","233","860","56032","3238587","2965666","2933759","2370561","2933759","62.6319184384072","0","0","10065","0","21842","272921","272921","20000","11696","31754","209471","0","8218","2267","13632","3033955","830127","3185138","3185138","2210590","3137335","18914","14206","0","4708","304632","4329","657","2523","522484","265426","24525","522484","56681"
"57112","0","2963547","3734762","Landmark Community Bank","Pittston","PA","18640","3/31/2019","5/19/2019","SM","2 South Main Street","LANDMARK BANCORP INC","6","0","0","4","0","Luzerne","42540","Scranton-Wilkes-Barre-Hazleton, PA","3/1/2001","3/1/2001","6/26/2018","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.landmarkcommunitybank.net","71","330953","13601","9656","51691","0","247598","3316","0","5707","1286","0","11070","330953","300095","284337","219579","284337","76.7474238221303","4421","0","8694","0","2643","30858","30858","0","1538","21844","7476","0","2254","0","935","308945","145049","333255.5","333255.5","250280","328449","6551","6551","0","0","16837","18265","7491","0","24151","31048","3131","24151","0"
"34982","0","2758024","0","Landmark Community Bank","Collierville","TN","38017","3/31/2019","5/19/2019","NM","1015 West Poplar Avenue","","8","0","0","5","0","Shelby","32820","Memphis, TN-MS-AR","3/15/1999","3/15/1999","3/24/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","HTTPS://WWW.LCBTN.BANK","79","971267","13432","9889","119168","5297","795819","6637","0","7335","0","240","29976","971267","883672","784421","733067","784421","66.4206585740944","0","0","93291","0","5960","87595","87595","0","0","51624","35971","0","5632","0","3428","930173","547905","969430","969430","618695","973664","15328","5572","0","9756","200844","7612","91285","0","104791","88551","6637","104791","160000"
"5826","13644","481177","3030307","Landmark National Bank","Manhattan","KS","66502","3/31/2019","5/19/2019","N","701 Poyntz Avenue","LANDMARK BANCORP, INC.","29","0","0","8","0","Riley","31740","Manhattan, KS","5/2/1919","1/1/1934","11/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.banklandmark.com","286","977856","19828","6291","379672","0","497280","5938","0","21000","54","20457","39565","977856","862300","826337","642166","826337","74.6402986482923","16813","0","10300","0","8850","115556","115556","0","2000","62049","51507","0","6688","0","4782","883243","457627","980279.5","980279.5","602788","958577","24501","21135","349","3017","46584","14832","10300","6607","99991","98316","6078","99991","41192"
"11601","0","178150","1128189","Laona State Bank","Laona","WI","54541","3/31/2019","5/19/2019","NM","5308 Beech Street","NORTHERN WISCONSIN BANK HOLDING COMPANY, INC.","7","0","0","8","0","Forest","","","1/1/1914","1/1/1934","7/5/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.laonastatebank.com","58","185120","17648","13093","47495","2513","110588","1236","0","1697","359","542","4278","185120","162436","161914","134173","161914","83.6067896860848","0","0","0","0","522","22684","22684","0","169","3906","18609","0","2759","125","873","173689","36288","185794.5","185794.5","117120","186112","3073","3073","0","0","9191","827","0","0","6909","22200","1236","6909","0"
"22839","0","51356","1066964","Latimer State Bank","Wilburton","OK","74578","3/31/2019","5/19/2019","NM","301 West Main Street","FIRST LATIMER CORPORATION","1","0","0","7","1","Latimer","","","4/9/1979","4/9/1979","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","7","68141","27296","23960","8930","17347","13874","223","0","218","198","0","278","68141","53972","53905","41035","53905","69.5508721199652","0","0","0","0","67","14169","14169","0","370","1020","12779","0","637","0","224","64111","1172","68528","68528","24401","68497","0","0","0","0","14042","128","0","0","1079","14199","223","1079","0"
"58257","0","3428258","3958821","LAUREL ROAD BANK","Darien","CT","6820","3/31/2019","5/19/2019","NM","1001 Post Rd","ALCAR INC.","3","0","0","8","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","4/24/2006","4/24/2006","1/12/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","www.laurelroadbank.com","185","473721","109872","104203","90047","799","235815","2314","0","17259","296","4563","15070","473721","414791","409207","379696","409207","81.171076423034","0","0","0","0","5584","58930","58930","6766","0","82269","-30105","0","1028","0","1782","430864","240489","531620","531620","349795","548431","0","0","0","0","97846","1478","0","0","60538","50445","2314","60538","576000"
