cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"28722","2228","382274","0","Kentland Federal Savings and Loan Association","Kentland","IN","47951","3/31/2019","5/19/2019","SA","116 North Third St","","1","0","0","5","0","Newton","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1920","12/19/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","2","4325","139","116","79","0","4033","30","0","34","0","0","40","4325","3745","2989","2989","2989","100","0","0","750","0","6","580","580","0","0","0","580","0","260","0","0","4228","3410","4334","4334","2291","4357","0","0","0","0","750","0","750","0","0","580","28","0","0"
"734","9690","373115","1070831","Kentucky Bank","Paris","KY","40361","3/31/2019","5/19/2019","NM","Fourth And Main Streets","KENTUCKY BANCSHARES, INC.","18","0","0","4","0","Bourbon","30460","Lexington-Fayette, KY","1/1/1915","1/1/1934","7/24/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.kybank.com","230","1084628","37374","20673","298236","229","680884","7882","0","23594","852","15694","27765","1084628","972565","851650","679094","851650","85.1271191411979","6604","0","108009","0","6302","112063","112063","0","4290","27561","80212","0","2213","0","4173","1000022","278241","1084041","1084041","716684","1069467","10282","10282","0","0","72306","1682","101747","1282","140865","98605","7957","140865","85"
"267","0","683814","0","Kentucky Farmers Bank Corporation","Catlettsburg","KY","41129","3/31/2019","5/19/2019","NM","2500 Broadway","","3","0","0","8","1","Boyd","26580","Huntington-Ashland, WV-KY-OH","1/1/1931","1/1/1934","9/9/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.kentuckyfarmersbank.com","55","186748","17792","14187","77186","0","85957","859","0","2522","549","0","2742","186748","143296","143089","104898","143089","86.8053566563511","0","0","0","0","207","43452","43452","0","2000","14000","27452","0","734","0","949","177330","111064","182580","182580","129077","181803","0","0","0","0","3934","1416","0","0","5753","42788","859","5753","0"
"8761","15644","665146","1203590","Kerndt Brothers Savings Bank","Lansing","IA","52151","3/31/2019","5/19/2019","NM","370 Main Street","KERNDT BANK SERVICES, INC.","6","0","0","2","1","Allamakee","","","1/14/1908","1/1/1934","11/20/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.kerndtbrothers.com","66","280801","8880","6079","52784","243","198597","2232","0","3675","0","4243","12379","280801","248068","221220","186390","221220","77.5598144476113","0","0","25629","0","1219","32733","32733","0","1005","8388","23340","0","2910","0","2160","257703","65476","281884.5","281884.5","227215","275438","7828","7828","0","0","15190","5715","25629","780","35877","28694","2232","35877","0"
"34644","15625","2610784","2610766","Key Community Bank","Inver Grove Heig","MN","55076","3/31/2019","5/19/2019","NM","5684 Bishop Avenue","INVER GROVE BANCSHARES, INC.","1","0","0","4","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/20/1998","5/20/1998","2/29/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.keycommunitybank.com","11","47964","17589","17101","743","0","28257","403","0","1131","0","0","244","47964","42822","42728","25441","42728","83.658861781011","0","0","0","0","94","5142","5142","0","100","6141","-1099","0","0","0","135","46101","6296","48788","48788","29868","47639","0","0","0","0","300","392","0","0","8227","5142","374","8227","0"
"17534","0","280110","1068025","KeyBank National Association","Cleveland","OH","44114","3/31/2019","5/19/2019","N","127 Public Square","KEYCORP","1192","0","1","4","0","Cuyahoga","17460","Cleveland-Elyria, OH","1/1/1849","1/16/1956","7/31/2017","Stock","0","1","OCC","DIF","Chicago","WASHINGTON","Columbus","Cleveland","Central","Central","0","0","www.key.com","17499","139877995","3159543","2373950","32077471","11709","91188238","896444","542891","1526678","47064","3049928","8274473","139877995","124081151","111748485","83712859","111748091","56.42606925276","266363","204628","9341478","1224957","1295240","15796844","15795263","0","50000","9994889","5750374","1581","742302","0","371861","125711635","43861708","138927249","138927249","122809334","137447702","3982920","2952696","656902","373322","5759897","2463","1128056","894297","62242058","13546381","2201468","62242058","109096829"
"29691","3894","208972","0","KeySavings Bank","Wisconsin Rapids","WI","54494","3/31/2019","5/19/2019","SB","811 East Grand Avenue","","2","0","0","5","0","Wood","","","1/1/1920","2/12/1951","1/29/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.keysavingsbank.com","14","76007","8705","7269","21317","0","42761","175","0","1173","0","0","2051","76007","65092","60067","58799","60067","96.4831982424313","0","0","4279","0","746","10915","10915","0","0","0","10915","0","579","0","183","71347","37480","76241.5","76241.5","40055","75831","1483","1483","0","0","4110","495","4279","0","4743","11161","175","4743","0"
"34456","0","1429028","5278372","Keystone Bank, National Association","Austin","TX","78738","3/31/2019","5/19/2019","N","11500 Bee Cave Rd Suite 150","KEYSTONE BANCSHARES, INC.","1","0","0","7","0","Travis","12420","Austin-Round Rock, TX","4/1/1997","4/1/1997","4/8/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bankkeystone.com","25","84022","33337","31215","6403","13207","27272","125","0","593","0","1516","1694","84022","55744","55695","37006","55695","68.2501211827436","0","0","0","0","49","28278","28278","0","1000","27784","-506","0","81","0","274","78097","16409","79634.5","79634.5","37437","77511","0","0","0","0","1274","0","0","0","5063","26762","125","5063","0"
"17993","12718","931944","1131367","Keystone Savings Bank","Marengo","IA","52301","3/31/2019","5/19/2019","NM","330 Western Avenue","KEYSTONE COMMUNITY BANCORPORATION","5","0","0","2","1","Iowa","","","4/27/1935","4/30/1959","10/5/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.ksbiowa.com","33","144352","13549","8570","33534","1642","87861","636","0","2689","74","2308","2695","144352","129669","128499","97514","128499","78.1041077147921","0","0","924","0","246","14683","14683","0","300","6850","7533","0","234","0","1006","131607","60503","143052","143052","108815","134645","381","381","0","0","5067","648","924","0","9026","13051","636","9026","173"
"8946","0","816751","0","Kindred State Bank","Kindred","ND","58051","3/31/2019","5/19/2019","NM","411 Elm Street","","1","0","0","2","1","Cass","22020","Fargo, ND-MN","12/1/1898","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.kindredstatebank.com","5","33574","9100","8421","2689","5815","15360","226","0","306","0","0","304","33574","31072","31053","24903","31053","70.7240124907446","0","0","0","0","19","2502","2502","0","100","950","1452","0","66","0","230","32285","3884","32476","32476","16724","31380","0","0","0","0","258","194","0","0","1921","2498","209","1921","0"
"18900","13923","909541","1098282","King Southern Bank","Chaplin","KY","40012","3/31/2019","5/19/2019","SM","5916 Lawrenceburg Road","KING BANCORP, INC.","5","0","0","4","1","Nelson","","","1/19/1920","9/26/1963","4/30/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.kingsouthernbank.com","33","193555","4475","2149","12551","232","165130","1811","0","4490","325","0","6352","193555","171377","124526","98067","124526","85.3788079363933","4601","0","41942","0","308","22178","22178","0","30","16315","5833","0","1351","0","647","180062","23295","196245.5","196245.5","164262","196223","3425","3425","0","0","31023","7720","41942","0","13614","22145","1811","13614","0"
"19447","0","809940","1133633","Kingsley State Bank","Kingsley","IA","51028","3/31/2019","5/19/2019","NM","1 East Second Street","KINGSLEY BANC CORP","3","0","0","2","1","Plymouth","43580","Sioux City, IA-NE-SD","1/1/1883","6/11/1965","3/3/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.kingsleybank.com","30","192127","38304","3920","15080","16561","118468","2750","0","2249","0","0","1465","192127","168807","168260","150127","168260","82.4526544919662","0","0","0","0","547","23320","23320","0","500","2500","20320","0","1393","0","1120","154029","54823","191606.5","191606.5","132071","192016","0","0","0","0","17830","826","0","0","13727","23391","1664","13727","0"
"6616","14059","966722","2246400","Kingston National Bank","Kingston","OH","45644","3/31/2019","5/19/2019","N","2 North Main Street","KINGSTON BANCSHARES, INC.","7","0","0","2","0","Ross","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.kingstonnationalbank.com","67","358103","9884","1409","71629","18519","242299","2585","0","6164","0","0","9608","358103","328354","313112","260620","313112","72.8262222661998","0","0","12876","0","2366","29749","29749","0","540","600","28609","0","440","0","2301","333856","197804","354482","354482","253153","352464","5427","5427","0","0","47634","1479","12876","0","44411","30009","2585","44411","0"
"29486","3534","440978","0","Kingstree Federal Savings and Loan Association","Kingstree","SC","29556","3/31/2019","5/19/2019","SA","101 East Mill Street","","1","0","0","8","0","Williamsburg","","","1/1/1926","7/29/1936","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.kingstreefederal.com","6","33602","3174","2812","4883","846","22533","194","0","423","0","0","1743","33602","28075","27989","27936","27989","97.6477727013135","0","0","0","0","86","5527","5527","0","10","90","5427","0","483","0","84","31074","19442","32470.5","32470.5","15507","32711","1480","0","1480","0","2659","749","0","0","5391","5509","194","5391","0"
"3805","0","489249","3674710","Kinmundy Bank","Kinmundy","IL","62854","3/31/2019","5/19/2019","SM","Second And Madison Streets","SOUTH CENTRAL BANCORP, INC.","1","0","0","8","0","Marion","","","2/2/1902","1/1/1934","11/1/2016","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.kinmundybank.com","9","47613","1625","105","6934","1872","35134","401","0","58","14","1475","501","47613","41333","41177","29211","41177","91.3314571303799","0","0","0","0","156","6280","6280","0","50","4167","2063","0","250","0","268","44045","3608","47572.5","47572.5","30882","47539","0","0","0","0","1144","437","0","0","1629","4776","386","1629","0"
"20156","9266","67151","1136269","Kirkpatrick Bank","Edmond","OK","73013","3/31/2019","5/19/2019","NM","15 East 15th Street","AMERICAN BANCORP OF OKLAHOMA, INC.","7","0","1","4","1","Oklahoma","36420","Oklahoma City, OK","3/23/1970","3/23/1970","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.kirkpatrickbank.com","103","815212","82335","74627","165570","516","552426","11413","0","6408","0","325","7632","815212","726667","688995","513231","688995","60.5993598393504","0","0","34198","0","3474","88545","88545","0","1152","26168","61225","0","5143","0","2744","793139","190130","809286","809286","617068","807491","0","0","0","0","31770","0","34198","2471","186363","89706","7759","186363","89516"
"21928","0","908450","1843558","Kirkwood Bank & Trust Co.","Bismarck","ND","58503","3/31/2019","5/19/2019","NM","2911 N. 14th St., Suite 101","KIRKWOOD BANCORPORATION CO.","4","0","0","4","0","Burleigh","13900","Bismarck, ND","2/18/1975","2/18/1975","9/12/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.kirkwoodbank.com","53","241945","29159","20460","34927","3904","161955","2462","0","7728","0","0","4272","241945","219176","217198","155446","217198","69.1197843844286","0","0","0","0","1978","22769","22769","0","690","8210","13869","0","34","0","1000","221246","52361","239766.5","239766.5","185912","235137","2274","2274","0","0","5771","2005","0","597","19807","22713","2326","19807","3206"
"58806","0","3720336","1843558","Kirkwood Bank of Nevada","Las Vegas","NV","89147","3/31/2019","5/19/2019","NM","4730 S Fort Apache Rd, # 180","KIRKWOOD BANCORPORATION CO.","2","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","6/2/2008","6/2/2008","9/23/2015","Stock","0","0","FDIC","DIF","San Francisco","KANSAS CITY","Phoenix","San Francisco","Western","West","0","1","http://www.kirkwoodbanknv.com","15","88610","13747","12506","0","1248","71893","894","0","176","0","0","1546","88610","75150","74786","60114","74786","82.1003531685214","0","0","0","0","364","13460","13460","0","100","11494","1866","0","0","0","210","85647","47013","87406","87406","75926","86004","0","0","0","0","7843","3830","0","0","5472","13460","904","5472","0"
"14969","11077","600419","1141889","Kish Bank","Belleville","PA","17004","3/31/2019","5/19/2019","NM","4255 East Main Street","KISH BANCORP, INC.","15","0","0","4","0","Mifflin","","","1/1/1927","1/1/1934","12/28/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.kishbank.com","198","870779","33367","23961","131231","0","649677","7275","0","19998","897","2468","33141","870779","796077","678221","585844","678221","85.1127644802184","2373","0","105828","0","9655","74702","74702","0","316","5723","68663","0","653","0","2805","804869","387017","859629","859629","706555","843811","15263","15263","0","0","96099","17007","98862","1079","159666","73624","7469","159666","75012"
"6161","10943","584377","2603991","Kitsap Bank","Port Orchard","WA","98366","3/31/2019","5/19/2019","NM","619 Bay Street","OLYMPIC BANCORP, INC.","22","0","0","4","0","Kitsap","14740","Bremerton-Silverdale, WA","8/8/1908","1/1/1934","9/18/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.kitsapbank.com","291","1154395","57125","34953","285871","0","737020","8075","0","23470","0","17718","33191","1154395","1026933","1009881","674000","1009881","81.6225293429206","0","0","0","0","17052","127462","127462","0","10723","19730","97009","0","435","295","3906","1057844","404786","1145289.5","1145289.5","824659","1118784","24310","17293","0","7017","5338","2746","0","0","140087","108688","8075","140087","23370"
"3286","0","556459","1104325","Kleberg  Bank, N.A.","Kingsville","TX","78363","3/31/2019","5/19/2019","N","100 East Kleberg Avenue","KLEBERG AND COMPANY BANKERS, INC.","5","0","0","4","1","Kleberg","","","1/1/1926","1/1/1934","1/1/2014","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.Klebergbank.com","145","534282","23283","12686","108342","0","339814","4395","0","27651","0","18034","17158","534282","469535","441260","322436","441260","71.3999035127257","10894","0","12500","0","4881","64747","64747","0","1500","33048","30199","0","1223","0","1553","460842","253092","531328","531328","374342","517077","9657","9155","0","502","68853","2","12500","1994","57405","48773","4395","57405","0"
"8386","0","803957","1126671","KodaBank","Drayton","ND","58225","3/31/2019","5/19/2019","NM","104 South Main Street","KODA BANCOR, INC.","4","0","1","2","1","Pembina","","","4/1/1916","1/1/1934","6/4/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.kodabank.com","24","144525","2749","498","18492","5645","111531","1776","0","539","22","511","5036","144525","126013","125327","98336","125327","85.8711228584167","0","0","0","0","686","18512","18512","0","550","5389","12573","0","777","0","2360","136166","11984","145921","145921","114475","144109","2441","0","0","2441","4261","804","0","0","19370","17967","1435","19370","0"
"18892","0","995955","2741307","Kress National Bank","Kress","TX","79052","3/31/2019","5/19/2019","N","W 4th Street And Us Hwy 87","KRESS NATIONAL BANCSHARES, INC.","1","0","0","2","1","Swisher","","","9/17/1963","9/17/1963","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","WWW.KNBKRESS.COM","7","46690","21280","20041","9903","0","14781","253","0","101","42","0","583","46690","41943","41795","26489","41795","72.4718027145861","0","0","0","0","148","4747","4747","0","100","100","4547","0","88","0","489","44725","3871","45353.5","45353.5","17009","45354","0","0","0","0","2075","0","0","0","4497","4846","213","4497","0"
"29771","4066","416674","2155276","KS Bank, Inc.","Smithfield","NC","27577","3/31/2019","5/19/2019","SB","1031 Brightleaf Boulevard","KS BANCORP, INC.","10","0","0","4","0","Johnston","39580","Raleigh, NC","1/1/1924","4/11/1960","7/1/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.KSBankinc.com","80","396600","16389","11727","67056","0","297442","4011","0","7574","0","0","8139","396600","359479","325753","258938","325753","80.8663772606648","6","0","30000","0","3720","37121","37121","0","0","11518","25603","0","1327","0","1248","376225","122708","398382","398382","294625","394085","1935","1935","0","0","22735","1808","30000","251","51336","37936","3686","51336","251"
"19899","8990","160959","1139363","KS StateBank","Manhattan","KS","66502","3/31/2019","5/19/2019","NM","1010 Westloop Pl","MANHATTAN BANKING CORPORATION","7","0","1","4","1","Riley","31740","Manhattan, KS","1/21/1969","1/21/1969","1/1/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://ksstate.bank","282","1989438","65398","48647","310863","0","1572889","22333","0","9047","172","0","31069","1989438","1805187","1693406","1638621","1693406","86.7416363793981","10117","0","96012","0","5652","184251","184251","0","506","5656","178089","0","6681","0","13120","1932399","1012796","2009368","2009368","1460647","2006701","9074","0","0","9074","135356","28928","96012","25218","241984","182682","18308","241984","218334"
"16423","0","26457","1053339","La Monte Community Bank","La Monte","MO","65337","3/31/2019","5/19/2019","NM","201 East Front Street","COUNTRY AGENCIES & INVESTMENTS, INC.","1","0","0","2","0","Pettis","","","5/18/1946","5/18/1946","4/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.lamontecommunitybank.com","7","32003","2645","2150","7957","0","21013","211","0","156","0","0","232","32003","28669","28629","23388","28629","81.5236366175546","0","0","0","0","40","3334","3334","0","100","250","2984","0","35","0","222","31120","29","30804.5","30804.5","18866","31583","0","0","0","0","754","0","0","0","3594","3339","211","3594","0"
"12410","0","956134","1926228","La Salle State Bank","La Salle","IL","61301","3/31/2019","5/19/2019","NM","654 First Street","LSBANCORP, INC.","3","0","0","4","1","La Salle","","","8/21/1894","1/1/1934","6/29/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.elsb.com","32","137357","6563","4750","54285","0","71046","963","0","1988","0","133","3342","137356","125137","94710","79066","94710","92.3379734678585","26950","0","3000","0","477","12219","12219","0","600","2636","8983","0","317","0","640","130081","69448","139946","139946","80801","140512","2203","2203","0","0","28764","2262","3000","0","8171","13192","963","8171","0"
"17068","12384","483751","1057784","Labette Bank","Altamont","KS","67330","3/31/2019","5/19/2019","NM","Fourth And Huston","LABETTE COUNTY BANKSHARES, INC.","11","0","0","2","0","Labette","","","1/15/1915","12/21/1951","12/12/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","www.labettebank.com","102","409125","17453","12228","89421","0","281011","2904","0","6569","696","1179","12796","409125","362723","346056","265856","346056","83.4087616100858","0","0","11900","0","4767","46402","46402","0","274","10083","36045","0","811","420","2834","382660","114643","406370.5","406370.5","276560","407263","7474","7474","0","0","23129","513","11900","0","10244","45372","2904","10244","0"
"28983","2722","686570","0","Ladysmith Federal Savings and Loan Association","Ladysmith","WI","54848","3/31/2019","5/19/2019","SA","119 West 4th Street North","","1","0","0","5","0","Rusk","","","6/1/1934","10/13/1934","7/7/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.ladysmithfederal.com","12","52403","5920","5510","6215","0","37808","417","0","326","773","0","1361","52403","46726","45938","41817","45938","95.947240118405","56","0","450","0","282","5677","5677","0","0","0","5677","0","340","0","164","49533","15419","52010.5","52010.5","28855","51601","818","818","0","0","5610","529","450","0","1837","5718","361","1837","0"
"11106","12250","140018","1117129","Lafayette Ambassador Bank","Bethlehem","PA","18017","3/31/2019","5/19/2019","SM","2005 City Line Road","FULTON FINANCIAL CORPORATION","19","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","8/22/1922","1/1/1934","5/19/2017","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","www.lafambank.com","125","1636778","37563","4862","337186","157987","1039174","11632","4299","19738","640","16375","23816","1636778","1458004","1378655","1068980","1378655","76.5412770524316","4758","4299","62301","0","7991","178774","178774","0","11174","37134","130466","0","10051","0","4866","1539209","533896","1608870","1608870","1148013","1569526","1099","1099","0","0","76615","11613","46000","593","377752","167904","11772","377752","333722"
"16396","0","535931","0","Lafayette State Bank","Mayo","FL","32066","3/31/2019","5/19/2019","NM","340 West Main Street","","4","0","0","2","0","Lafayette","","","4/2/1946","4/2/1946","2/22/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.lafayettestatebank.com","35","110869","30420","23978","8625","85","63398","565","0","5052","2077","0","1212","110869","103281","103141","51140","103141","74.2900299189574","0","0","0","0","140","7588","7588","310","2519","3574","1185","0","2564","0","385","96086","30379","105278","105278","71043","104108","0","0","0","0","2042","971","0","0","4392","7331","875","4392","0"
"1390","13604","987053","1142989","Lake Area Bank","Lindstrom","MN","55045","3/31/2019","5/19/2019","NM","12790 First Avenue North","WASECA BANCSHARES, INC.","5","0","0","4","1","Chisago","33460","Minneapolis-St. Paul-Bloomington, MN-WI","10/22/1915","1/1/1934","2/16/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.lakeareabank.com","99","333066","17010","10726","64620","0","229566","1990","0","4997","3564","4503","8806","333065","297833","278296","210507","278296","87.8429207109588","2015","0","14250","0","3272","35232","35232","0","120","27055","8057","0","2072","0","1158","304912","155726","333952.5","333952.5","258529","326713","4246","3058","0","1188","19432","1351","14250","7786","34126","32873","1990","34126","5305"
"10989","0","269058","4035943","Lake Central Bank","Annandale","MN","55302","3/31/2019","5/19/2019","NM","40 Chestnut Street West","LAKE CENTRAL FINANCIAL, INC.","2","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/15/1893","1/1/1934","1/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.lakecentralbank.com","34","149603","5351","4234","62000","500","76372","1022","0","893","35","12","4440","149603","130271","129332","96815","129332","86.6214168650855","0","0","0","0","939","19332","19332","0","500","10500","8332","0","1400","0","643","143106","73654","150635","150635","112354","150303","1462","1462","0","0","899","819","0","0","22057","19500","1022","22057","847"
"13102","8964","874845","1208906","Lake City Bank","Warsaw","IN","46581","3/31/2019","5/19/2019","SM","202 East Center Street","LAKELAND FINANCIAL CORPORATION","52","1","0","4","0","Kosciusko","","","1/1/1872","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.lakecitybank.com","556","4876483","175680","32654","596410","1353","3892495","49562","0","64153","316","8305","137771","4876483","4323473","4150450","3215605","4150450","49.8858835154487","122000","0","5393","0","45630","553010","552921","0","2182","111807","438932","89","6574","0","17378","4522912","773139","4867792","4867792","4270446","4864767","82253","16082","37128","29043","902885","115368","0","3047","1862299","545464","49651","1862299","260708"
"29049","2828","890078","0","Lake City Federal Bank","Lake City","MN","55041","3/31/2019","5/19/2019","SA","201 East Marion Street","","1","0","0","5","0","Wabasha","40340","Rochester, MN","7/1/1934","10/26/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.lcfederal.com","17","69640","5561","5144","10703","0","49779","1157","0","2079","18","0","1500","69640","61160","58738","44560","58738","98.1562191426334","0","0","1500","0","922","8480","8480","0","0","0","8480","0","133","0","245","65626","48980","70445.5","70445.5","40988","69580","0","0","0","0","1986","362","1500","0","2082","8570","520","2082","0"
"8193","11639","30650","1125085","Lake Community Bank","Long Lake","MN","55356","3/31/2019","5/19/2019","NM","1964 West Wayzata Boulevard","TYSAN CORPORATION, THE","1","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/19/1905","1/1/1934","9/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.lcbankmn.com","17","120282","13870","13330","16371","59","86336","1374","0","2180","635","0","831","120281","105402","104905","43716","104905","82.878114260146","0","0","0","0","497","14879","14879","0","96","14145","638","0","469","0","343","116096","26294","119788.5","119788.5","99657","118996","0","0","0","0","6918","2103","0","0","20277","14942","1247","20277","0"
"17122","0","706450","1142868","Lake Country Community Bank","Morristown","MN","55052","3/31/2019","5/19/2019","NM","111 Division Street","MORRISTOWN HOLDING COMPANY","2","0","0","8","0","Rice","","","5/2/1928","7/1/1952","5/24/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.lccbank.com","6","26456","8512","7282","3790","164","13292","231","0","247","0","0","451","26456","23815","23150","16297","23150","91.2136236257814","0","0","600","0","65","2641","2641","0","175","3090","-624","0","0","0","98","24528","3966","26766.5","26766.5","14724","25867","0","0","0","0","688","23","600","0","493","2526","185","493","0"
"15443","9141","1015850","2360043","Lake Elmo Bank","Lake Elmo","MN","55042","3/31/2019","5/19/2019","NM","11465 39th Street North","LAKE ELMO BANCSHARES, INC.","7","0","0","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/1/1911","12/19/1936","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.lakeelmobank.com","83","374214","29066","26605","71226","0","258056","3705","0","7032","0","0","8834","374214","338656","332940","257473","332940","86.0546546546547","4287","0","0","0","1429","35558","35558","0","100","19900","15558","0","841","0","1044","355887","108421","371155.5","371155.5","251582","365087","6994","6994","0","0","9861","5285","0","0","56202","36207","3152","56202","0"
"27589","14238","1917301","2260406","Lake Forest Bank & Trust Company, National Association","Lake Forest","IL","60045","3/31/2019","5/19/2019","N","727 North Bank Lane","WINTRUST FINANCIAL CORPORATION","9","0","1","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/21/1986","12/26/1991","10/1/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.lakeforestbank.com","491","4075835","424952","364484","448840","3","2889085","26926","54577","61918","0","36581","159879","4075835","3660499","3353887","2468971","3272236","52.7779524752109","0","54569","211787","0","40256","415336","415336","0","5270","168036","242030","0","37965","310","13700","3702412","498092","3935782.5","3935782.5","3451045","3807098","9164","1431","3721","4012","186305","65551","45000","0","723342","381223","27118","723342","6592114"
